week_end,pathogen,geography,percent_visits,as_of
2022-11-26,COVID-19,South Carolina,1.7,2024-10-18
2022-11-26,COVID-19,Tennessee,1.8,2024-10-18
2022-11-26,COVID-19,Texas,1.7,2024-10-18
2022-11-26,COVID-19,Utah,4.0,2024-10-18
2022-11-26,COVID-19,Vermont,2.1,2024-10-18
2022-11-26,COVID-19,Virginia,2.1,2024-10-18
2022-11-26,COVID-19,Washington,2.7,2024-10-18
2022-11-26,COVID-19,West Virginia,1.9,2024-10-18
2022-11-26,COVID-19,Wisconsin,2.3,2024-10-18
2022-11-26,COVID-19,Wyoming,4.0,2024-10-18
2022-11-26,Influenza,Alabama,7.2,2024-10-18
2022-11-26,Influenza,Alaska,8.7,2024-10-18
2022-11-26,Influenza,Arizona,5.5,2024-10-18
2022-11-26,Influenza,Arkansas,9.2,2024-10-18
2022-11-26,Influenza,California,6.1,2024-10-18
2022-11-26,Influenza,Colorado,4.9,2024-10-18
2022-11-26,Influenza,Connecticut,7.0,2024-10-18
2022-11-26,Influenza,Delaware,8.4,2024-10-18
2022-11-26,Influenza,District of Columbia,7.0,2024-10-18
2022-11-26,Influenza,Florida,3.6,2024-10-18
2022-11-26,Influenza,Georgia,3.6,2024-10-18
2022-11-26,Influenza,Hawaii,2.4,2024-10-18
2022-11-26,Influenza,Idaho,4.7,2024-10-18
2022-11-26,Influenza,Illinois,10.0,2024-10-18
2022-11-26,Influenza,Indiana,10.6,2024-10-18
2022-11-26,Influenza,Iowa,3.5,2024-10-18
2022-11-26,Influenza,Kansas,7.9,2024-10-18
2022-11-26,Influenza,Kentucky,13.2,2024-10-18
2022-11-26,Influenza,Louisiana,7.1,2024-10-18
2022-11-26,Influenza,Maine,3.4,2024-10-18
2022-11-26,Influenza,Maryland,7.7,2024-10-18
2022-11-26,Influenza,Massachusetts,3.2,2024-10-18
2022-11-26,Influenza,Michigan,2.3,2024-10-18
2022-11-26,Influenza,Minnesota,11.5,2024-10-18
2022-11-26,Influenza,Mississippi,10.7,2024-10-18
2022-11-26,Influenza,Montana,4.0,2024-10-18
2022-11-26,Influenza,United States,6.7,2024-10-18
2022-11-26,Influenza,Nebraska,5.9,2024-10-18
2022-11-26,Influenza,Nevada,5.4,2024-10-18
2022-11-26,Influenza,New Jersey,7.2,2024-10-18
2022-11-26,Influenza,New Mexico,8.3,2024-10-18
2022-11-26,Influenza,New York,4.2,2024-10-18
2022-11-26,Influenza,North Carolina,9.3,2024-10-18
2022-11-26,Influenza,North Dakota,2.8,2024-10-18
2022-11-26,Influenza,Ohio,7.9,2024-10-18
2022-11-26,Influenza,Oklahoma,7.8,2024-10-18
2022-11-26,Influenza,Oregon,9.6,2024-10-18
2022-11-26,Influenza,Pennsylvania,5.7,2024-10-18
2022-11-26,Influenza,Rhode Island,3.1,2024-10-18
2022-11-26,Influenza,South Carolina,6.4,2024-10-18
2022-11-26,Influenza,Tennessee,10.2,2024-10-18
2022-11-26,Influenza,Texas,8.6,2024-10-18
2022-11-26,Influenza,Utah,3.8,2024-10-18
2022-11-26,Influenza,Vermont,3.3,2024-10-18
2022-11-26,Influenza,Virginia,9.0,2024-10-18
2022-11-26,Influenza,Washington,11.4,2024-10-18
2022-11-26,Influenza,West Virginia,9.0,2024-10-18
2022-11-26,Influenza,Wisconsin,4.3,2024-10-18
2022-11-26,Influenza,Wyoming,7.6,2024-10-18
2022-11-26,RSV,Alabama,0.3,2024-10-18
2022-11-26,RSV,Alaska,2.8,2024-10-18
2022-11-26,RSV,Arizona,1.3,2024-10-18
2022-11-26,RSV,Arkansas,0.6,2024-10-18
2022-11-26,RSV,California,1.3,2024-10-18
2022-11-26,RSV,Colorado,2.5,2024-10-18
2022-11-26,RSV,Connecticut,0.5,2024-10-18
2022-11-26,RSV,Delaware,1.0,2024-10-18
2022-11-26,RSV,District of Columbia,1.0,2024-10-18
2022-11-26,RSV,Florida,0.4,2024-10-18
2022-11-26,RSV,Georgia,0.1,2024-10-18
2022-11-26,RSV,Hawaii,0.1,2024-10-18
2022-11-26,RSV,Idaho,2.7,2024-10-18
2022-11-26,RSV,Illinois,1.1,2024-10-18
2022-11-26,RSV,Indiana,1.0,2024-10-18
2022-11-26,RSV,Iowa,2.1,2024-10-18
2022-11-26,RSV,Kansas,1.4,2024-10-18
2022-11-26,RSV,Kentucky,0.9,2024-10-18
2022-11-26,RSV,Louisiana,0.5,2024-10-18
2022-11-26,RSV,Maine,1.2,2024-10-18
2022-11-26,RSV,Maryland,1.1,2024-10-18
2022-11-26,RSV,Massachusetts,1.7,2024-10-18
2022-11-26,RSV,Michigan,1.8,2024-10-18
2022-11-26,RSV,Minnesota,2.2,2024-10-18
2022-11-26,RSV,Mississippi,0.3,2024-10-18
2022-11-26,RSV,Montana,1.3,2024-10-18
2022-11-26,RSV,United States,1.0,2024-10-18
2022-11-26,RSV,Nebraska,1.7,2024-10-18
2022-11-26,RSV,Nevada,1.7,2024-10-18
2022-11-26,RSV,New Jersey,0.8,2024-10-18
2022-11-26,RSV,New Mexico,3.1,2024-10-18
2022-11-26,RSV,New York,0.8,2024-10-18
2022-11-26,RSV,North Carolina,0.7,2024-10-18
2022-11-26,RSV,North Dakota,2.6,2024-10-18
2022-11-26,RSV,Ohio,0.9,2024-10-18
2022-11-26,RSV,Oklahoma,0.8,2024-10-18
2022-11-26,RSV,Oregon,2.0,2024-10-18
2022-11-26,RSV,Pennsylvania,0.8,2024-10-18
2022-11-26,RSV,Rhode Island,0.6,2024-10-18
2022-11-26,RSV,South Carolina,0.4,2024-10-18
2022-11-26,RSV,Tennessee,0.5,2024-10-18
2022-11-26,RSV,Texas,1.0,2024-10-18
2022-11-26,RSV,Utah,3.1,2024-10-18
2022-11-26,RSV,Vermont,3.0,2024-10-18
2022-11-26,RSV,Virginia,0.5,2024-10-18
2022-11-26,RSV,Washington,2.4,2024-10-18
2022-11-26,RSV,West Virginia,1.7,2024-10-18
2022-11-26,RSV,Wisconsin,1.5,2024-10-18
2022-11-26,RSV,Wyoming,2.5,2024-10-18
2022-12-03,COVID-19,Alabama,2.1,2024-10-18
2022-12-03,COVID-19,Alaska,1.4,2024-10-18
2022-12-03,COVID-19,Arizona,5.8,2024-10-18
2022-12-03,COVID-19,Arkansas,1.8,2024-10-18
2022-12-03,COVID-19,California,3.1,2024-10-18
2022-12-03,COVID-19,Colorado,3.5,2024-10-18
2022-12-03,COVID-19,Connecticut,3.2,2024-10-18
2022-12-03,COVID-19,Delaware,2.3,2024-10-18
2022-12-03,COVID-19,District of Columbia,2.6,2024-10-18
2022-12-03,COVID-19,Florida,1.9,2024-10-18
2022-12-03,COVID-19,Georgia,1.3,2024-10-18
2022-12-03,COVID-19,Hawaii,2.3,2024-10-18
2022-12-03,COVID-19,Idaho,3.1,2024-10-18
2022-12-03,COVID-19,Illinois,3.6,2024-10-18
2022-12-03,COVID-19,Indiana,3.5,2024-10-18
2022-12-03,COVID-19,Iowa,3.6,2024-10-18
2022-12-03,COVID-19,Kansas,2.9,2024-10-18
2022-12-03,COVID-19,Kentucky,2.3,2024-10-18
2022-12-03,COVID-19,Louisiana,2.0,2024-10-18
2022-12-03,COVID-19,Maine,2.0,2024-10-18
2022-12-03,COVID-19,Maryland,2.9,2024-10-18
2022-12-03,COVID-19,Massachusetts,3.1,2024-10-18
2022-12-03,COVID-19,Michigan,3.0,2024-10-18
2022-12-03,COVID-19,Minnesota,2.6,2024-10-18
2022-12-03,COVID-19,Mississippi,1.7,2024-10-18
2022-12-03,COVID-19,Montana,2.6,2024-10-18
2022-12-03,COVID-19,United States,2.6,2024-10-18
2022-12-03,COVID-19,Nebraska,4.0,2024-10-18
2022-12-03,COVID-19,Nevada,2.9,2024-10-18
2022-12-03,COVID-19,New Jersey,2.7,2024-10-18
2022-12-03,COVID-19,New Mexico,4.6,2024-10-18
2022-12-03,COVID-19,New York,2.7,2024-10-18
2022-12-03,COVID-19,North Carolina,2.2,2024-10-18
2022-12-03,COVID-19,North Dakota,3.9,2024-10-18
2022-12-03,COVID-19,Ohio,2.9,2024-10-18
2022-12-03,COVID-19,Oklahoma,2.7,2024-10-18
2022-12-03,COVID-19,Oregon,3.0,2024-10-18
2022-12-03,COVID-19,Pennsylvania,2.1,2024-10-18
2022-12-03,COVID-19,Rhode Island,2.4,2024-10-18
2022-12-03,COVID-19,South Carolina,2.5,2024-10-18
2022-12-03,COVID-19,Tennessee,2.1,2024-10-18
2022-12-03,COVID-19,Texas,2.1,2024-10-18
2022-12-03,COVID-19,Utah,4.6,2024-10-18
2022-12-03,COVID-19,Vermont,2.8,2024-10-18
2022-12-03,COVID-19,Virginia,2.7,2024-10-18
2022-12-03,COVID-19,Washington,2.8,2024-10-18
2022-12-03,COVID-19,West Virginia,1.9,2024-10-18
2022-12-03,COVID-19,Wisconsin,2.4,2024-10-18
2022-12-03,COVID-19,Wyoming,3.4,2024-10-18
2022-12-03,Influenza,Alabama,4.7,2024-10-18
2022-12-03,Influenza,Alaska,9.9,2024-10-18
2022-12-03,Influenza,Arizona,6.2,2024-10-18
2022-12-03,Influenza,Arkansas,6.8,2024-10-18
2022-12-03,Influenza,California,5.9,2024-10-18
2022-12-03,Influenza,Colorado,5.3,2024-10-18
2022-12-03,Influenza,Connecticut,8.1,2024-10-18
2022-12-03,Influenza,Delaware,7.8,2024-10-18
2022-12-03,Influenza,District of Columbia,5.6,2024-10-18
2022-12-03,Influenza,Florida,3.3,2024-10-18
2022-12-03,Influenza,Georgia,2.5,2024-10-18
2022-12-03,Influenza,Hawaii,2.1,2024-10-18
2022-12-03,Influenza,Idaho,5.2,2024-10-18
2022-12-03,Influenza,Illinois,8.8,2024-10-18
2022-12-03,Influenza,Indiana,11.2,2024-10-18
2022-12-03,Influenza,Iowa,4.1,2024-10-18
2022-12-03,Influenza,Kansas,7.6,2024-10-18
2022-12-03,Influenza,Kentucky,10.6,2024-10-18
2022-12-03,Influenza,Louisiana,5.3,2024-10-18
2022-12-03,Influenza,Maine,5.6,2024-10-18
2022-12-03,Influenza,Maryland,6.4,2024-10-18
2022-12-03,Influenza,Massachusetts,5.3,2024-10-18
2022-12-03,Influenza,Michigan,3.5,2024-10-18
2022-12-03,Influenza,Minnesota,11.0,2024-10-18
2022-12-03,Influenza,Mississippi,6.4,2024-10-18
2022-12-03,Influenza,Montana,4.9,2024-10-18
2022-12-03,Influenza,United States,6.2,2024-10-18
2022-12-03,Influenza,Nebraska,6.6,2024-10-18
2022-12-03,Influenza,Nevada,5.9,2024-10-18
2022-12-03,Influenza,New Jersey,7.5,2024-10-18
2022-12-03,Influenza,New Mexico,8.8,2024-10-18
2022-12-03,Influenza,New York,4.9,2024-10-18
2022-12-03,Influenza,North Carolina,8.0,2024-10-18
2022-12-03,Influenza,North Dakota,4.2,2024-10-18
2022-12-03,Influenza,Ohio,7.8,2024-10-18
2022-12-03,Influenza,Oklahoma,7.6,2024-10-18
2022-12-03,Influenza,Oregon,9.7,2024-10-18
2022-12-03,Influenza,Pennsylvania,6.3,2024-10-18
2022-12-03,Influenza,Rhode Island,5.4,2024-10-18
2022-12-03,Influenza,South Carolina,5.1,2024-10-18
2022-12-03,Influenza,Tennessee,8.0,2024-10-18
2022-12-03,Influenza,Texas,6.4,2024-10-18
2022-12-03,Influenza,Utah,5.2,2024-10-18
2022-12-03,Influenza,Vermont,4.6,2024-10-18
2022-12-03,Influenza,Virginia,7.3,2024-10-18
2022-12-03,Influenza,Washington,11.1,2024-10-18
2022-12-03,Influenza,West Virginia,8.1,2024-10-18
2022-12-03,Influenza,Wisconsin,5.0,2024-10-18
2022-12-03,Influenza,Wyoming,5.6,2024-10-18
2022-12-03,RSV,Alabama,0.3,2024-10-18
2022-12-03,RSV,Alaska,2.4,2024-10-18
2022-12-03,RSV,Arizona,1.2,2024-10-18
2022-12-03,RSV,Arkansas,0.5,2024-10-18
2022-12-03,RSV,California,1.0,2024-10-18
2022-12-03,RSV,Colorado,1.9,2024-10-18
2022-12-03,RSV,Connecticut,0.3,2024-10-18
2022-12-03,RSV,Delaware,1.0,2024-10-18
2022-12-03,RSV,District of Columbia,0.7,2024-10-18
2022-12-03,RSV,Florida,0.3,2024-10-18
2022-12-03,RSV,Georgia,0.2,2024-10-18
2022-12-03,RSV,Hawaii,0.2,2024-10-18
2022-12-03,RSV,Idaho,3.0,2024-10-18
2022-12-03,RSV,Illinois,0.8,2024-10-18
2022-12-03,RSV,Indiana,0.7,2024-10-18
2022-12-03,RSV,Iowa,2.1,2024-10-18
2022-12-03,RSV,Kansas,1.3,2024-10-18
2022-12-03,RSV,Kentucky,0.7,2024-10-18
2022-12-03,RSV,Louisiana,0.3,2024-10-18
2022-12-03,RSV,Maine,1.1,2024-10-18
2022-12-03,RSV,Maryland,0.8,2024-10-18
2022-12-03,RSV,Massachusetts,1.2,2024-10-18
2022-12-03,RSV,Michigan,1.5,2024-10-18
2022-12-03,RSV,Minnesota,2.1,2024-10-18
2022-12-03,RSV,Mississippi,0.2,2024-10-18
2022-12-03,RSV,Montana,1.2,2024-10-18
2022-12-03,RSV,United States,0.8,2024-10-18
2022-12-03,RSV,Nebraska,1.2,2024-10-18
2022-12-03,RSV,Nevada,1.5,2024-10-18
2022-12-03,RSV,New Jersey,0.6,2024-10-18
2022-12-03,RSV,New Mexico,2.7,2024-10-18
2022-12-03,RSV,New York,0.6,2024-10-18
2022-12-03,RSV,North Carolina,0.7,2024-10-18
2022-12-03,RSV,North Dakota,3.0,2024-10-18
2022-12-03,RSV,Ohio,0.7,2024-10-18
2022-12-03,RSV,Oklahoma,0.7,2024-10-18
2022-12-03,RSV,Oregon,1.8,2024-10-18
2022-12-03,RSV,Pennsylvania,0.6,2024-10-18
2022-12-03,RSV,Rhode Island,0.6,2024-10-18
2022-12-03,RSV,South Carolina,0.3,2024-10-18
2022-12-03,RSV,Tennessee,0.4,2024-10-18
2022-12-03,RSV,Texas,0.8,2024-10-18
2022-12-03,RSV,Utah,3.4,2024-10-18
2022-12-03,RSV,Vermont,2.0,2024-10-18
2022-12-03,RSV,Virginia,0.5,2024-10-18
2022-12-03,RSV,Washington,2.0,2024-10-18
2022-12-03,RSV,West Virginia,1.2,2024-10-18
2022-12-03,RSV,Wisconsin,1.3,2024-10-18
2022-12-03,RSV,Wyoming,2.4,2024-10-18
2022-12-10,COVID-19,Alabama,2.4,2024-10-18
2022-12-10,COVID-19,Alaska,1.7,2024-10-18
2022-12-10,COVID-19,Arizona,5.1,2024-10-18
2022-12-10,COVID-19,Arkansas,1.9,2024-10-18
2022-12-10,COVID-19,California,3.0,2024-10-18
2022-12-10,COVID-19,Colorado,3.1,2024-10-18
2022-12-10,COVID-19,Connecticut,3.4,2024-10-18
2022-12-10,COVID-19,Delaware,2.5,2024-10-18
2022-12-10,COVID-19,District of Columbia,3.3,2024-10-18
2022-12-10,COVID-19,Florida,2.1,2024-10-18
2022-12-10,COVID-19,Georgia,1.7,2024-10-18
2022-12-10,COVID-19,Hawaii,2.8,2024-10-18
2022-12-10,COVID-19,Idaho,2.5,2024-10-18
2022-12-10,COVID-19,Illinois,3.8,2024-10-18
2022-12-10,COVID-19,Indiana,3.6,2024-10-18
2022-12-10,COVID-19,Iowa,3.3,2024-10-18
2022-12-10,COVID-19,Kansas,3.0,2024-10-18
2022-12-10,COVID-19,Kentucky,2.5,2024-10-18
2022-12-10,COVID-19,Louisiana,2.1,2024-10-18
2022-12-10,COVID-19,Maine,2.2,2024-10-18
2022-12-10,COVID-19,Maryland,3.3,2024-10-18
2022-12-10,COVID-19,Massachusetts,3.5,2024-10-18
2022-12-10,COVID-19,Michigan,3.1,2024-10-18
2022-12-10,COVID-19,Minnesota,2.7,2024-10-18
2022-12-10,COVID-19,Mississippi,1.8,2024-10-18
2022-12-10,COVID-19,Montana,2.9,2024-10-18
2022-12-10,COVID-19,United States,2.7,2024-10-18
2022-12-10,COVID-19,Nebraska,3.4,2024-10-18
2022-12-10,COVID-19,Nevada,2.6,2024-10-18
2022-12-10,COVID-19,New Jersey,3.0,2024-10-18
2022-12-10,COVID-19,New Mexico,4.1,2024-10-18
2022-12-10,COVID-19,New York,2.8,2024-10-18
2022-12-10,COVID-19,North Carolina,2.9,2024-10-18
2022-12-10,COVID-19,North Dakota,3.3,2024-10-18
2022-12-10,COVID-19,Ohio,3.0,2024-10-18
2022-12-10,COVID-19,Oklahoma,2.9,2024-10-18
2022-12-10,COVID-19,Oregon,2.9,2024-10-18
2022-12-10,COVID-19,Pennsylvania,2.3,2024-10-18
2022-12-10,COVID-19,Rhode Island,2.6,2024-10-18
2022-12-10,COVID-19,South Carolina,2.9,2024-10-18
2022-12-10,COVID-19,Tennessee,2.5,2024-10-18
2022-12-10,COVID-19,Texas,2.4,2024-10-18
2022-12-10,COVID-19,Utah,3.8,2024-10-18
2022-12-10,COVID-19,Vermont,2.5,2024-10-18
2022-12-10,COVID-19,Virginia,3.1,2024-10-18
2022-12-10,COVID-19,Washington,2.8,2024-10-18
2022-12-10,COVID-19,West Virginia,2.5,2024-10-18
2022-12-10,COVID-19,Wisconsin,2.4,2024-10-18
2022-12-10,COVID-19,Wyoming,2.9,2024-10-18
2022-12-10,Influenza,Alabama,3.0,2024-10-18
2022-12-10,Influenza,Alaska,10.2,2024-10-18
2022-12-10,Influenza,Arizona,6.3,2024-10-18
2022-12-10,Influenza,Arkansas,5.1,2024-10-18
2022-12-10,Influenza,California,5.5,2024-10-18
2022-12-10,Influenza,Colorado,5.3,2024-10-18
2022-12-10,Influenza,Connecticut,7.0,2024-10-18
2022-12-10,Influenza,Delaware,7.3,2024-10-18
2022-12-10,Influenza,District of Columbia,3.8,2024-10-18
2022-12-10,Influenza,Florida,3.3,2024-10-18
2022-12-10,Influenza,Georgia,1.9,2024-10-18
2022-12-10,Influenza,Hawaii,3.4,2024-10-18
2022-12-10,Influenza,Idaho,7.2,2024-10-18
2022-12-10,Influenza,Illinois,7.8,2024-10-18
2022-12-10,Influenza,Indiana,11.0,2024-10-18
2022-12-10,Influenza,Iowa,6.1,2024-10-18
2022-12-10,Influenza,Kansas,7.6,2024-10-18
2022-12-10,Influenza,Kentucky,7.7,2024-10-18
2022-12-10,Influenza,Louisiana,4.0,2024-10-18
2022-12-10,Influenza,Maine,7.7,2024-10-18
2022-12-10,Influenza,Maryland,4.5,2024-10-18
2022-12-10,Influenza,Massachusetts,6.9,2024-10-18
2022-12-10,Influenza,Michigan,5.8,2024-10-18
2022-12-10,Influenza,Minnesota,8.6,2024-10-18
2022-12-10,Influenza,Mississippi,3.6,2024-10-18
2022-12-10,Influenza,Montana,5.6,2024-10-18
2022-12-10,Influenza,United States,5.7,2024-10-18
2022-12-10,Influenza,Nebraska,7.5,2024-10-18
2022-12-10,Influenza,Nevada,6.0,2024-10-18
2022-12-10,Influenza,New Jersey,6.5,2024-10-18
2022-12-10,Influenza,New Mexico,12.4,2024-10-18
2022-12-10,Influenza,New York,5.2,2024-10-18
2022-12-10,Influenza,North Carolina,5.5,2024-10-18
2022-12-10,Influenza,North Dakota,8.4,2024-10-18
2022-12-10,Influenza,Ohio,7.4,2024-10-18
2022-12-10,Influenza,Oklahoma,8.5,2024-10-18
2022-12-10,Influenza,Oregon,10.0,2024-10-18
2022-12-10,Influenza,Pennsylvania,5.6,2024-10-18
2022-12-10,Influenza,Rhode Island,6.1,2024-10-18
2022-12-10,Influenza,South Carolina,3.4,2024-10-18
2022-12-10,Influenza,Tennessee,5.5,2024-10-18
2022-12-10,Influenza,Texas,5.8,2024-10-18
2022-12-10,Influenza,Utah,5.7,2024-10-18
2022-12-10,Influenza,Vermont,7.0,2024-10-18
2022-12-10,Influenza,Virginia,5.2,2024-10-18
2022-12-10,Influenza,Washington,9.3,2024-10-18
2022-12-10,Influenza,West Virginia,7.5,2024-10-18
2022-12-10,Influenza,Wisconsin,5.8,2024-10-18
2022-12-10,Influenza,Wyoming,5.5,2024-10-18
2022-12-10,RSV,Alabama,0.2,2024-10-18
2022-12-10,RSV,Alaska,2.0,2024-10-18
2022-12-10,RSV,Arizona,1.0,2024-10-18
2022-12-10,RSV,Arkansas,0.3,2024-10-18
2022-12-10,RSV,California,0.8,2024-10-18
2022-12-10,RSV,Colorado,1.5,2024-10-18
2022-12-10,RSV,Connecticut,0.3,2024-10-18
2022-12-10,RSV,Delaware,0.6,2024-10-18
2022-12-10,RSV,District of Columbia,0.6,2024-10-18
2022-12-10,RSV,Florida,0.3,2024-10-18
2022-12-10,RSV,Georgia,0.1,2024-10-18
2022-12-10,RSV,Hawaii,0.3,2024-10-18
2022-12-10,RSV,Idaho,2.0,2024-10-18
2022-12-10,RSV,Illinois,0.6,2024-10-18
2022-12-10,RSV,Indiana,0.5,2024-10-18
2022-12-10,RSV,Iowa,1.6,2024-10-18
2022-12-10,RSV,Kansas,1.1,2024-10-18
2022-12-10,RSV,Kentucky,0.6,2024-10-18
2022-12-10,RSV,Louisiana,0.3,2024-10-18
2022-12-10,RSV,Maine,0.7,2024-10-18
2022-12-10,RSV,Maryland,0.6,2024-10-18
2022-12-10,RSV,Massachusetts,0.9,2024-10-18
2022-12-10,RSV,Michigan,1.1,2024-10-18
2022-12-10,RSV,Minnesota,1.9,2024-10-18
2022-12-10,RSV,Mississippi,0.2,2024-10-18
2022-12-10,RSV,Montana,1.9,2024-10-18
2022-12-10,RSV,United States,0.7,2024-10-18
2022-12-10,RSV,Nebraska,1.0,2024-10-18
2022-12-10,RSV,Nevada,1.1,2024-10-18
2022-12-10,RSV,New Jersey,0.5,2024-10-18
2022-12-10,RSV,New Mexico,1.8,2024-10-18
2022-12-10,RSV,New York,0.4,2024-10-18
2022-12-10,RSV,North Carolina,0.5,2024-10-18
2022-12-10,RSV,North Dakota,2.7,2024-10-18
2022-12-10,RSV,Ohio,0.6,2024-10-18
2022-12-10,RSV,Oklahoma,0.6,2024-10-18
2022-12-10,RSV,Oregon,1.6,2024-10-18
2022-12-10,RSV,Pennsylvania,0.4,2024-10-18
2022-12-10,RSV,Rhode Island,0.3,2024-10-18
2022-12-10,RSV,South Carolina,0.3,2024-10-18
2022-12-10,RSV,Tennessee,0.4,2024-10-18
2022-12-10,RSV,Texas,0.6,2024-10-18
2022-12-10,RSV,Utah,3.3,2024-10-18
2022-12-10,RSV,Vermont,1.6,2024-10-18
2022-12-10,RSV,Virginia,0.3,2024-10-18
2022-12-10,RSV,Washington,1.6,2024-10-18
2022-12-10,RSV,West Virginia,0.9,2024-10-18
2022-12-10,RSV,Wisconsin,1.0,2024-10-18
2022-12-10,RSV,Wyoming,2.2,2024-10-18
2022-12-17,COVID-19,Alabama,2.8,2024-10-18
2022-12-17,COVID-19,Alaska,2.4,2024-10-18
2022-12-17,COVID-19,Arizona,4.1,2024-10-18
2022-12-17,COVID-19,Arkansas,2.2,2024-10-18
2022-12-17,COVID-19,California,3.0,2024-10-18
2022-12-17,COVID-19,Colorado,2.6,2024-10-18
2022-12-17,COVID-19,Connecticut,3.8,2024-10-18
2022-12-17,COVID-19,Delaware,3.0,2024-10-18
2022-12-17,COVID-19,District of Columbia,3.9,2024-10-18
2022-12-17,COVID-19,Florida,2.4,2024-10-18
2022-12-17,COVID-19,Georgia,1.8,2024-10-18
2022-12-17,COVID-19,Hawaii,2.5,2024-10-18
2022-12-17,COVID-19,Idaho,2.3,2024-10-18
2022-12-17,COVID-19,Illinois,4.1,2024-10-18
2022-12-17,COVID-19,Indiana,3.9,2024-10-18
2022-12-17,COVID-19,Iowa,3.4,2024-10-18
2022-12-17,COVID-19,Kansas,3.1,2024-10-18
2022-12-17,COVID-19,Kentucky,2.7,2024-10-18
2022-12-17,COVID-19,Louisiana,2.2,2024-10-18
2022-12-17,COVID-19,Maine,2.1,2024-10-18
2022-12-17,COVID-19,Maryland,3.8,2024-10-18
2022-12-17,COVID-19,Massachusetts,3.9,2024-10-18
2022-12-17,COVID-19,Michigan,3.4,2024-10-18
2022-12-17,COVID-19,Minnesota,2.7,2024-10-18
2022-12-17,COVID-19,Mississippi,2.2,2024-10-18
2022-12-17,COVID-19,Montana,2.8,2024-10-18
2022-12-17,COVID-19,United States,2.9,2024-10-18
2022-12-17,COVID-19,Nebraska,3.2,2024-10-18
2022-12-17,COVID-19,Nevada,2.3,2024-10-18
2022-12-17,COVID-19,New Jersey,3.2,2024-10-18
2022-12-17,COVID-19,New Mexico,3.4,2024-10-18
2022-12-17,COVID-19,New York,2.8,2024-10-18
2022-12-17,COVID-19,North Carolina,3.6,2024-10-18
2022-12-17,COVID-19,North Dakota,3.6,2024-10-18
2022-12-17,COVID-19,Ohio,3.1,2024-10-18
2022-12-17,COVID-19,Oklahoma,3.1,2024-10-18
2022-12-17,COVID-19,Oregon,2.6,2024-10-18
2022-12-17,COVID-19,Pennsylvania,2.5,2024-10-18
2022-12-17,COVID-19,Rhode Island,2.6,2024-10-18
2022-12-17,COVID-19,South Carolina,3.6,2024-10-18
2022-12-17,COVID-19,Tennessee,2.7,2024-10-18
2022-12-17,COVID-19,Texas,2.5,2024-10-18
2022-12-17,COVID-19,Utah,3.4,2024-10-18
2022-12-17,COVID-19,Vermont,2.7,2024-10-18
2022-12-17,COVID-19,Virginia,3.8,2024-10-18
2022-12-17,COVID-19,Washington,2.8,2024-10-18
2022-12-17,COVID-19,West Virginia,2.9,2024-10-18
2022-12-17,COVID-19,Wisconsin,2.6,2024-10-18
2022-12-17,COVID-19,Wyoming,2.4,2024-10-18
2022-12-17,Influenza,Alabama,2.2,2024-10-18
2022-12-17,Influenza,Alaska,7.9,2024-10-18
2022-12-17,Influenza,Arizona,4.9,2024-10-18
2022-12-17,Influenza,Arkansas,3.6,2024-10-18
2022-12-17,Influenza,California,4.5,2024-10-18
2022-12-17,Influenza,Colorado,5.9,2024-10-18
2022-12-17,Influenza,Connecticut,5.8,2024-10-18
2022-12-17,Influenza,Delaware,6.6,2024-10-18
2022-12-17,Influenza,District of Columbia,2.8,2024-10-18
2022-12-17,Influenza,Florida,3.7,2024-10-18
2022-12-17,Influenza,Georgia,1.3,2024-10-18
2022-12-17,Influenza,Hawaii,3.1,2024-10-18
2022-12-17,Influenza,Idaho,8.3,2024-10-18
2022-12-17,Influenza,Illinois,6.6,2024-10-18
2022-12-17,Influenza,Indiana,9.8,2024-10-18
2022-12-17,Influenza,Iowa,8.1,2024-10-18
2022-12-17,Influenza,Kansas,7.0,2024-10-18
2022-12-17,Influenza,Kentucky,4.9,2024-10-18
2022-12-17,Influenza,Louisiana,3.1,2024-10-18
2022-12-17,Influenza,Maine,10.4,2024-10-18
2022-12-17,Influenza,Maryland,3.3,2024-10-18
2022-12-17,Influenza,Massachusetts,7.6,2024-10-18
2022-12-17,Influenza,Michigan,8.5,2024-10-18
2022-12-17,Influenza,Minnesota,5.8,2024-10-18
2022-12-17,Influenza,Mississippi,2.4,2024-10-18
2022-12-17,Influenza,Montana,7.1,2024-10-18
2022-12-17,Influenza,United States,5.2,2024-10-18
2022-12-17,Influenza,Nebraska,7.9,2024-10-18
2022-12-17,Influenza,Nevada,5.7,2024-10-18
2022-12-17,Influenza,New Jersey,4.7,2024-10-18
2022-12-17,Influenza,New Mexico,12.7,2024-10-18
2022-12-17,Influenza,New York,5.1,2024-10-18
2022-12-17,Influenza,North Carolina,4.0,2024-10-18
2022-12-17,Influenza,North Dakota,10.2,2024-10-18
2022-12-17,Influenza,Ohio,6.4,2024-10-18
2022-12-17,Influenza,Oklahoma,6.8,2024-10-18
2022-12-17,Influenza,Oregon,8.7,2024-10-18
2022-12-17,Influenza,Pennsylvania,5.2,2024-10-18
2022-12-17,Influenza,Rhode Island,5.7,2024-10-18
2022-12-17,Influenza,South Carolina,2.4,2024-10-18
2022-12-17,Influenza,Tennessee,3.8,2024-10-18
2022-12-17,Influenza,Texas,4.5,2024-10-18
